data;maquina;setor;turno;horas_uso;temperatura_media;vibracao_media;producao;pecas_defeituosas;taxa_defeito;eficiencia;col_mes
2025-04-22;Solda Robô 01;Soldagem;Tarde;9;75,4;2,57;646;8;1,238390092879257;98,76160990712074;4
2025-04-23;Solda Robô 01;Soldagem;Manhã;7;78,2;1,96;619;6;0,9693053311793215;99,03069466882067;4
2025-04-24;Solda Robô 01;Soldagem;Tarde;10;76,7;1,77;659;8;1,2139605462822458;98,78603945371775;4
2025-04-25;Solda Robô 01;Soldagem;Manhã;8;77,9;1,55;636;3;0,4716981132075472;99,52830188679245;4
2025-04-26;Solda Robô 01;Soldagem;Tarde;4;71,7;2,29;208;4;1,9230769230769231;98,07692307692308;4
2025-04-27;Solda Robô 01;Soldagem;Manhã;5;71,9;1,74;220;8;3,6363636363636362;96,36363636363636;4
2025-04-28;Solda Robô 01;Soldagem;Tarde;9;79,3;2,13;639;6;0,9389671361502347;99,06103286384976;4
2025-04-29;Solda Robô 01;Soldagem;Manhã;8;80,0;2,57;627;7;1,1164274322169059;98,88357256778309;4
2025-04-30;Solda Robô 01;Soldagem;Tarde;9;68,7;2,2;683;6;0,8784773060029283;99,12152269399706;4
2025-05-01;Solda Robô 01;Soldagem;Manhã;5;73,9;2,69;643;5;0,7776049766718507;99,22239502332815;5
2025-05-02;Solda Robô 01;Soldagem;Tarde;10;77,0;1,57;674;7;1,0385756676557862;98,96142433234421;5
2025-05-03;Solda Robô 01;Soldagem;Manhã;4;76,9;1,88;231;10;4,329004329004329;95,67099567099567;5
2025-05-04;Solda Robô 01;Soldagem;Tarde;4;67,7;2,42;231;3;1,2987012987012987;98,7012987012987;5
2025-05-05;Solda Robô 01;Soldagem;Manhã;8;76,6;2,29;657;10;1,5220700152207;98,4779299847793;5
2025-05-06;Solda Robô 01;Soldagem;Tarde;8;75,3;1,79;624;7;1,1217948717948718;98,87820512820512;5
2025-05-07;Solda Robô 01;Soldagem;Manhã;7;76,8;1,22;660;3;0,45454545454545453;99,54545454545455;5
2025-05-08;Solda Robô 01;Soldagem;Tarde;10;75,6;2,44;668;7;1,0479041916167664;98,95209580838323;5
2025-05-09;Solda Robô 01;Soldagem;Manhã;6;73,8;1,88;673;9;1,337295690936107;98,6627043090639;5
2025-05-10;Solda Robô 01;Soldagem;Tarde;4;73,4;2,39;239;8;3,3472803347280333;96,65271966527197;5
2025-05-11;Solda Robô 01;Soldagem;Manhã;3;76,5;2,31;236;6;2,5423728813559325;97,45762711864407;5
2025-05-12;Solda Robô 01;Soldagem;Tarde;8;73,2;2,46;663;5;0,7541478129713424;99,24585218702866;5
2025-05-13;Solda Robô 01;Soldagem;Manhã;7;72,7;2,16;625;5;0,8;99,2;5
2025-05-14;Solda Robô 01;Soldagem;Tarde;10;74,9;2,73;665;3;0,4511278195488722;99,54887218045113;5
2025-05-15;Solda Robô 01;Soldagem;Manhã;9;75,1;2,28;635;8;1,2598425196850394;98,74015748031496;5
2025-05-16;Solda Robô 01;Soldagem;Tarde;6;74,3;2,3;670;3;0,44776119402985076;99,55223880597015;5
2025-05-17;Solda Robô 01;Soldagem;Manhã;3;77,9;2,47;237;4;1,6877637130801686;98,31223628691983;5
2025-05-18;Solda Robô 01;Soldagem;Tarde;5;74,0;1,86;215;8;3,7209302325581395;96,27906976744185;5
2025-05-19;Solda Robô 01;Soldagem;Manhã;7;75,2;2,0;652;6;0,9202453987730062;99,079754601227;5
2025-05-20;Solda Robô 01;Soldagem;Tarde;9;78,6;1,6;678;10;1,4749262536873156;98,52507374631269;5
2025-05-21;Solda Robô 01;Soldagem;Manhã;5;65,9;2,16;693;5;0,7215007215007215;99,27849927849928;5
2025-05-22;Solda Robô 01;Soldagem;Tarde;8;78,7;1,77;668;5;0,7485029940119761;99,25149700598803;5
2025-05-23;Solda Robô 01;Soldagem;Manhã;9;75,7;2,51;619;8;1,2924071082390953;98,70759289176091;5
2025-05-24;Solda Robô 01;Soldagem;Tarde;5;75,2;2,09;183;3;1,639344262295082;98,36065573770492;5
2025-05-25;Solda Robô 01;Soldagem;Manhã;3;76,7;2,34;211;10;4,739336492890995;95,260663507109;5
2025-05-26;Solda Robô 01;Soldagem;Tarde;11;70,4;2,27;634;3;0,47318611987381703;99,52681388012618;5
2025-05-27;Solda Robô 01;Soldagem;Manhã;10;74,0;2,15;670;10;1,4925373134328357;98,50746268656717;5
2025-05-28;Solda Robô 01;Soldagem;Tarde;5;72,4;2,16;623;3;0,4815409309791332;99,51845906902086;5
2025-05-29;Solda Robô 01;Soldagem;Manhã;8;77,6;2,15;647;7;1,0819165378670788;98,91808346213293;5
2025-05-30;Solda Robô 01;Soldagem;Tarde;8;76,9;1,88;659;8;1,2139605462822458;98,78603945371775;5
2025-05-31;Solda Robô 01;Soldagem;Manhã;3;77,2;2,13;239;8;3,3472803347280333;96,65271966527197;5
2025-06-01;Solda Robô 01;Soldagem;Tarde;2;77,7;2,39;259;2;0,7722007722007722;99,22779922779922;6
2025-06-02;Solda Robô 01;Soldagem;Manhã;8;76,1;1,86;707;6;0,8486562942008486;99,15134370579915;6
2025-06-03;Solda Robô 01;Soldagem;Tarde;6;73,8;2,1;627;8;1,2759170653907497;98,72408293460926;6
2025-06-04;Solda Robô 01;Soldagem;Manhã;8;74,8;2,43;659;4;0,6069802731411229;99,39301972685888;6
2025-06-05;Solda Robô 01;Soldagem;Tarde;8;72,5;2,17;619;5;0,8077544426494345;99,19224555735056;6
2025-06-06;Solda Robô 01;Soldagem;Manhã;11;72,5;2,53;662;7;1,0574018126888218;98,94259818731118;6
2025-06-07;Solda Robô 01;Soldagem;Tarde;2;76,9;2,29;247;3;1,214574898785425;98,78542510121457;6
2025-06-08;Solda Robô 01;Soldagem;Manhã;2;76,1;1,83;207;6;2,898550724637681;97,10144927536231;6
2025-06-09;Solda Robô 01;Soldagem;Tarde;8;78,4;1,83;669;5;0,7473841554559043;99,2526158445441;6
2025-06-10;Solda Robô 01;Soldagem;Manhã;9;72,4;1,68;610;6;0,9836065573770493;99,01639344262296;6
2025-06-11;Solda Robô 01;Soldagem;Tarde;6;75,4;2,03;629;10;1,5898251192368837;98,41017488076312;6
2025-06-12;Solda Robô 01;Soldagem;Manhã;7;77,3;1,38;652;10;1,5337423312883436;98,46625766871166;6
2025-06-13;Solda Robô 01;Soldagem;Tarde;8;75,0;2,07;642;2;0,3115264797507788;99,68847352024922;6
2025-06-14;Solda Robô 01;Soldagem;Manhã;5;69,9;2,0;218;7;3,211009174311927;96,78899082568807;6
2025-06-15;Solda Robô 01;Soldagem;Tarde;2;74,0;2,04;212;10;4,716981132075472;95,28301886792453;6
2025-06-16;Solda Robô 01;Soldagem;Manhã;6;74,2;1,71;625;8;1,28;98,72;6
2025-06-17;Solda Robô 01;Soldagem;Tarde;6;71,2;2,29;624;6;0,9615384615384616;99,03846153846153;6
2025-06-18;Solda Robô 01;Soldagem;Manhã;8;78,1;2,14;668;9;1,347305389221557;98,65269461077844;6
2025-06-19;Solda Robô 01;Soldagem;Tarde;5;80,8;1,63;675;7;1,037037037037037;98,96296296296296;6
2025-06-20;Solda Robô 01;Soldagem;Manhã;7;73,8;2,05;637;8;1,2558869701726845;98,74411302982732;6
2025-06-21;Solda Robô 01;Soldagem;Tarde;5;72,6;2,11;235;7;2,9787234042553195;97,02127659574468;6
2025-06-22;Solda Robô 01;Soldagem;Manhã;2;77,0;1,84;251;10;3,9840637450199203;96,01593625498008;6
2025-06-23;Solda Robô 01;Soldagem;Tarde;6;75,8;1,76;633;6;0,9478672985781991;99,0521327014218;6
2025-06-24;Solda Robô 01;Soldagem;Manhã;8;79,7;1,8;637;5;0,7849293563579277;99,21507064364208;6
2025-06-25;Solda Robô 01;Soldagem;Tarde;10;71,2;2,02;611;10;1,6366612111292964;98,3633387888707;6
2025-06-26;Solda Robô 01;Soldagem;Manhã;10;71,7;2,05;658;11;1,6717325227963524;98,32826747720365;6
2025-06-27;Solda Robô 01;Soldagem;Tarde;9;76,8;2,13;668;7;1,0479041916167664;98,95209580838323;6
2025-06-28;Solda Robô 01;Soldagem;Manhã;3;81,6;1,53;216;7;3,2407407407407405;96,75925925925927;6
2025-06-29;Solda Robô 01;Soldagem;Tarde;2;74,8;2,39;229;2;0,8733624454148471;99,12663755458516;6
2025-06-30;Solda Robô 01;Soldagem;Manhã;5;73,7;2,28;619;10;1,615508885298869;98,38449111470113;6
